Age,Reliability,Children,Income,Evidence of active listening,Yearly_equip_failure,Contract,Techie,Churn
25,3,5,67537.98,4,0,1,0,0
35,2,1,4480.29,3,0,0,1,0
55,4,0,57944.08,3,0,0,0,0
25,4,4,80674.2,3,1,2,0,1
66,4,2,67090.95,3,0,0,1,0
82,5,0,22420.64,5,0,0,1,0
23,4,1,75633.41,4,1,2,1,1
42,3,1,18944.96,1,1,1,0,1
66,3,0,8840.8,2,0,1,0,1
86,4,0,40316.05,3,0,0,1,0
73,2,1,29693.07,4,0,1,0,0
43,5,0,18677.06,4,0,1,0,0
83,4,1,18549.91,5,0,0,0,0
72,4,0,50263.94,1,1,1,0,1
38,4,1,18967.02,4,0,0,0,1
76,2,3,57675.63,5,0,1,1,1
79,4,1,40279.05,5,1,2,0,0
38,3,4,33868.71,4,1,1,0,1
51,3,1,48969.64,1,0,1,1,1
68,2,4,22041.71,5,0,1,0,1
65,3,3,25491.07,2,0,1,1,1
77,6,2,23705.5,5,1,0,1,1
39,4,0,16680.61,4,1,1,0,1
73,4,0,108960.7,3,1,1,1,1
51,4,4,18347.2,3,0,0,0,1
78,5,3,41305.01,4,0,1,0,1
66,4,0,66284.45,2,1,2,0,0
38,2,3,68024.79,4,0,1,0,1
47,4,1,53148.58,3,0,1,0,1
53,4,5,20473.21,3,0,0,0,1
59,3,1,11132.31,1,0,1,1,1
20,3,2,42461.74,2,1,2,0,0
38,3,5,18437.44,3,0,1,0,0
81,5,2,30615.01,5,0,2,0,0
43,5,1,52633.73,4,0,2,0,0
37,3,1,22641.64,4,0,1,0,1
30,2,3,19713.67,3,0,1,1,1
19,4,0,34970.28,5,0,0,0,0
82,3,0,19437.76,5,0,2,0,0
31,2,2,23901.05,3,0,0,0,0
30,3,4,23089.13,5,0,0,1,1
37,4,5,45251.32,2,0,0,0,1
84,3,0,52581.07,6,0,1,0,1
64,4,2,38850.73,4,1,1,0,1
53,3,0,23117.3,3,0,1,1,0
54,4,0,5676.28,3,0,0,1,1
35,4,2,56144.7,4,2,0,0,0
25,5,2,34476.83,6,0,0,0,0
49,4,5,39968.02,4,0,2,0,0
55,2,1,33541.35,3,1,2,0,0
64,4,3,23584.78,4,1,2,0,0
76,1,5,23841.62,3,0,2,0,0
84,4,1,7858.21,1,0,1,0,1
63,3,4,30262.99,2,0,2,0,0
51,4,3,31246.64,4,0,2,0,0
74,2,1,23454.98,2,0,0,0,1
76,2,1,28125.61,4,0,1,0,1
72,2,2,20465.98,4,1,1,0,1
81,6,1,22540.94,3,0,2,0,1
60,1,0,21497.29,5,1,2,0,1
24,3,1,24700.6,4,0,2,0,0
45,3,3,20319.77,3,0,0,0,1
64,5,1,46273.12,3,0,0,0,1
72,4,2,34257.36,3,0,0,0,0
28,4,4,49166.12,3,1,1,0,1
27,3,1,34162.04,4,1,2,0,0
60,5,0,66664.82,3,0,1,0,1
77,2,1,40411.35,4,0,1,0,1
18,4,4,70844.17,3,1,1,0,1
53,4,1,105396.3,5,0,0,0,1
81,3,0,58049.87,3,0,2,0,0
21,4,2,32423.61,4,0,2,0,0
37,3,0,115440.4,2,0,1,0,1
21,3,1,9534.08,1,1,0,1,0
45,4,0,16895.6,4,0,1,0,1
50,3,1,23624.66,5,0,1,0,1
30,3,0,41221.83,6,1,1,0,0
48,5,6,13332.2,3,1,1,0,1
61,3,3,27065.38,5,0,2,0,0
33,4,1,175137.3,3,1,1,0,1
87,4,4,34193.65,1,0,1,0,1
29,3,4,23676.96,3,1,1,1,1
34,5,1,5189.69,4,1,2,0,0
47,4,1,17430.05,4,1,1,0,1
52,4,1,80678.93,4,0,1,0,1
46,3,0,31249.18,4,0,1,0,1
82,6,2,35453.68,3,0,1,1,0
73,4,3,25946.0,3,0,2,0,0
75,5,1,35334.17,3,1,1,0,1
50,4,3,15826.38,4,0,1,1,0
22,4,4,21603.64,2,0,0,0,0
74,2,0,51354.08,2,0,1,0,0
83,4,1,17993.91,4,0,0,0,0
33,4,2,25776.46,3,0,1,0,1
87,3,0,18914.81,4,1,1,0,0
36,3,0,63735.08,3,2,0,0,0
32,4,1,82308.64,2,0,0,0,0
33,3,1,9120.65,2,1,2,1,0
89,2,4,27485.23,3,1,2,0,0
86,3,3,73686.44,4,0,1,0,1
88,3,2,58508.34,5,0,1,0,0
50,4,1,45196.73,3,0,1,1,0
47,3,0,50520.8,5,1,1,0,1
78,4,10,29765.16,5,1,1,0,0
59,2,1,18670.89,3,0,2,0,0
49,5,1,38764.7,3,1,2,0,0
79,5,3,52141.38,4,2,2,0,0
56,4,2,62480.22,3,0,0,1,1
27,4,8,12031.44,3,0,1,1,1
83,3,2,51380.67,2,1,1,0,0
82,3,3,29305.72,4,0,1,0,0
52,4,0,8716.91,4,0,1,0,1
66,4,1,9423.78,5,0,1,0,1
82,4,3,131511.8,3,1,1,0,1
83,2,0,9396.05,4,0,0,0,0
19,3,0,16764.77,3,0,0,1,0
34,3,4,17263.54,4,1,1,0,1
76,3,2,61325.92,3,0,2,0,1
50,5,0,21098.34,3,0,1,1,1
36,2,0,108914.2,3,0,0,1,0
26,5,0,32202.44,4,0,2,0,1
20,3,4,68517.92,4,2,2,0,1
56,5,2,71588.69,5,1,2,1,1
50,2,3,47120.5,3,0,0,0,0
37,3,2,14745.74,3,0,1,0,1
57,4,2,30535.24,4,0,1,0,0
34,4,0,10092.3,3,0,1,0,1
34,3,1,29321.34,4,0,2,0,1
34,3,0,21988.64,3,0,0,0,0
40,3,2,152131.7,6,0,1,0,1
52,5,2,27902.88,5,0,0,0,0
60,3,2,32355.4,3,0,0,0,0
48,4,3,12804.98,4,1,2,0,0
27,3,3,6624.45,3,2,1,0,1
83,5,0,97763.56,3,0,1,0,0
74,4,1,26735.83,3,3,0,1,0
28,3,2,21837.62,5,1,0,0,1
50,3,8,7585.29,2,0,1,0,1
80,5,2,44055.54,4,0,1,0,0
50,3,0,17442.95,4,0,1,0,1
81,4,5,24923.55,4,1,2,0,0
21,3,3,92155.37,4,0,1,0,1
55,3,4,13638.96,3,0,2,0,0
64,3,0,14921.92,5,1,1,0,0
68,3,1,69293.12,2,1,2,0,1
47,3,0,3004.46,4,0,2,0,1
50,3,2,59780.22,3,0,1,0,1
42,5,3,47463.53,4,0,1,0,1
85,4,0,49295.81,5,1,1,1,0
49,3,4,146951.6,3,0,1,0,0
83,2,0,23567.27,3,2,0,0,0
87,5,2,32526.64,3,1,1,0,1
65,6,4,9612.82,4,0,1,0,0
76,4,4,15164.29,3,1,2,0,0
56,4,3,25315.36,3,0,1,0,1
60,6,2,56186.38,3,0,2,0,0
45,4,1,48327.1,4,0,0,0,0
18,4,0,38793.75,4,0,1,0,1
32,4,2,58157.76,4,1,0,0,0
23,6,0,23706.3,5,0,1,1,0
55,4,3,30493.16,4,0,1,0,1
20,3,2,37555.8,2,0,1,1,1
67,4,0,24322.78,4,0,1,0,1
61,3,3,68284.56,4,0,1,0,0
76,4,3,54067.41,3,0,1,0,1
84,4,3,37185.6,4,0,0,0,0
24,2,1,56243.26,2,0,0,0,1
55,4,2,22066.61,5,0,1,0,1
66,2,2,145163.1,4,1,2,0,0
25,4,4,27102.45,3,1,1,0,1
37,4,1,27803.88,4,0,2,0,0
65,3,3,34421.07,4,0,1,0,1
73,3,3,43334.45,4,0,0,0,1
79,4,3,27777.59,5,0,1,0,1
34,5,0,19366.57,4,0,0,0,0
45,4,7,56067.63,2,0,1,0,1
34,3,1,29044.8,2,0,1,0,1
39,4,3,105033.0,4,0,1,0,1
36,4,4,116453.0,5,1,1,1,1
21,3,7,63171.36,3,0,2,0,0
49,4,4,52931.37,5,0,1,0,1
86,3,3,35615.92,6,1,1,0,1
55,3,0,13002.99,5,0,1,0,0
64,5,2,17542.52,3,0,0,0,0
76,2,1,71560.17,3,0,2,0,1
84,4,1,10457.56,2,0,0,0,0
18,2,1,47106.04,3,0,0,1,0
34,4,4,6402.95,4,1,0,0,0
30,2,3,45142.5,3,0,0,0,0
39,4,4,38759.29,3,1,2,0,0
62,3,7,41195.08,3,0,0,0,0
43,5,1,45989.68,3,1,2,0,1
55,4,0,62894.22,4,0,0,1,0
36,3,8,56815.09,3,1,1,0,1
21,4,4,66357.52,3,0,1,1,0
77,5,0,89957.16,3,0,1,0,0
52,4,8,20069.27,3,1,1,0,0
27,2,4,9856.89,1,0,2,1,0
41,4,4,14834.59,6,1,2,0,1
55,6,1,13210.96,3,0,2,0,0
70,2,4,18608.64,3,0,1,0,0
25,4,3,107174.6,3,0,2,0,0
40,2,1,11923.86,4,1,1,0,0
41,5,1,12005.02,5,0,2,0,0
32,4,2,31540.93,4,0,1,1,0
27,4,2,60364.04,4,1,0,0,0
72,4,2,5092.67,3,1,1,0,1
83,4,0,14973.52,4,0,1,0,1
61,4,1,9327.52,5,0,0,0,1
33,4,2,33504.33,2,0,2,0,0
82,4,1,44312.5,4,0,2,0,0
42,2,4,29125.59,5,0,0,0,0
49,3,0,34797.6,3,1,1,0,1
33,5,1,29268.79,4,1,1,1,1
21,3,1,14468.95,5,0,0,0,0
48,3,5,54794.23,4,1,2,0,1
82,3,3,45288.02,4,2,2,1,1
72,3,2,22137.33,5,0,1,0,0
18,6,0,32713.07,3,0,1,0,1
38,3,4,29090.38,4,0,1,0,0
65,2,4,13925.38,3,0,1,1,1
32,4,3,30454.69,6,0,1,1,0
46,4,3,17549.51,3,1,1,0,0
51,3,2,2439.79,3,0,0,0,0
70,3,4,38731.74,3,0,0,0,0
45,4,3,19739.42,4,0,1,0,1
22,3,1,17241.1,1,1,2,0,0
64,4,1,36384.55,1,0,1,1,0
54,5,5,8168.76,2,0,1,0,0
89,5,1,122915.6,3,0,1,1,1
73,4,3,79117.6,4,0,1,0,1
29,4,0,36415.41,4,0,1,0,1
20,3,0,6528.33,3,0,1,0,1
67,3,0,47375.49,4,1,0,0,0
44,3,1,26040.67,5,0,1,0,0
24,5,0,29604.72,3,2,1,0,0
88,2,1,29321.73,4,2,0,0,0
80,4,9,6548.73,3,1,2,1,0
44,3,4,13029.09,3,0,2,0,0
18,2,3,9443.65,5,0,1,0,0
30,3,0,39940.05,4,1,0,0,0
78,3,1,34293.99,4,0,2,0,0
60,5,8,20537.04,4,1,1,1,1
56,3,0,98436.93,3,0,1,1,1
31,4,4,34512.65,2,1,1,0,0
77,3,1,23241.01,2,1,0,0,0
30,5,2,28600.78,5,0,0,0,0
73,5,2,65905.54,5,0,1,1,1
49,4,3,24271.95,5,1,1,1,1
63,3,4,10192.04,2,0,1,0,0
74,3,3,6932.32,2,0,1,0,1
39,3,4,23502.47,2,1,1,0,0
83,4,2,33172.33,2,0,0,0,0
42,6,1,16447.16,4,0,1,1,1
85,3,0,41899.29,3,0,0,0,0
39,4,1,43859.06,3,3,2,0,0
27,2,3,9791.48,4,0,1,0,0
29,2,4,13656.87,4,0,2,0,0
35,2,1,33138.54,4,0,1,0,0
35,3,1,23661.52,4,0,0,0,0
32,4,1,91022.36,4,0,1,0,0
70,3,1,17670.66,3,0,1,0,1
76,3,3,34492.59,4,0,0,0,1
32,5,3,12530.16,2,2,2,0,0
58,3,1,55438.14,3,1,0,0,0
34,2,1,27450.8,3,0,0,0,0
56,4,1,1722.01,3,1,2,0,0
72,4,0,55046.63,4,0,2,0,0
59,3,3,10121.11,2,1,2,0,1
87,3,3,15469.0,5,1,1,0,0
25,4,2,78059.33,5,0,0,0,0
74,4,2,50656.38,4,1,0,0,0
44,4,2,104362.5,4,0,0,0,0
63,3,4,22830.86,4,1,1,0,0
23,3,0,15240.37,4,1,1,1,0
63,3,0,59871.53,3,0,1,0,0
22,4,0,104867.5,3,0,1,0,1
44,5,4,33035.98,5,0,2,0,0
51,2,2,20697.37,4,1,1,0,0
47,3,4,35404.27,2,0,1,0,1
62,4,6,40588.2,3,0,2,0,0
27,4,1,49071.14,7,1,0,0,0
46,3,7,26019.32,1,0,1,0,0
79,2,2,70043.21,4,0,1,0,1
31,4,4,113641.2,3,0,0,1,0
74,4,0,25667.66,3,0,2,0,0
18,4,2,30253.76,3,0,1,0,0
55,2,3,42972.18,4,1,0,0,0
75,5,3,46151.13,5,0,0,0,1
40,4,3,35849.72,3,0,0,0,0
53,5,0,13230.67,4,0,1,0,1
56,3,1,55794.29,5,0,2,1,0
22,2,1,25877.54,3,0,2,1,0
89,4,2,41848.9,4,0,1,0,0
57,3,1,119667.4,4,0,0,0,0
38,4,1,44420.18,4,1,1,0,0
46,4,0,13360.17,4,1,2,0,0
38,3,9,19990.91,3,0,1,0,1
24,4,3,50965.27,4,0,0,0,1
54,5,4,32987.01,3,0,1,0,1
69,3,0,96753.8,4,1,1,0,1
70,1,7,30207.09,4,0,1,0,1
79,3,0,45633.91,4,0,1,0,0
44,3,2,86896.2,4,1,1,0,1
63,3,0,29782.39,4,0,1,0,1
84,1,1,8249.6,3,0,1,0,0
76,4,5,18493.95,3,0,1,0,1
67,5,4,123891.9,5,1,1,0,0
29,4,1,16226.12,4,0,1,0,0
84,4,1,19427.81,3,0,1,0,1
26,3,1,117623.7,2,0,1,1,1
29,2,1,5317.94,4,0,1,0,1
38,1,1,8461.79,3,0,1,0,1
20,3,1,84399.36,4,0,1,0,1
31,5,1,31715.37,4,0,2,0,0
46,3,2,51108.77,3,0,1,0,0
59,4,2,66148.83,5,0,1,0,1
25,5,7,26190.19,4,1,1,0,1
27,5,3,145569.5,5,0,1,1,1
77,3,1,25806.54,2,1,2,0,0
46,5,3,48267.33,2,0,1,0,1
22,5,1,15864.7,3,0,1,0,1
31,3,0,37734.22,4,0,1,0,1
80,3,0,14433.56,1,0,1,0,1
85,1,4,89441.6,4,1,2,0,0
72,3,4,74252.79,4,0,2,0,0
25,4,1,43930.42,5,1,0,1,0
82,3,4,16149.85,3,0,1,0,0
89,5,3,25979.07,6,0,2,0,0
65,4,0,34356.62,5,0,2,0,0
39,3,1,44779.1,3,0,2,0,1
71,3,4,103306.6,1,0,2,0,0
68,4,0,5505.74,5,0,1,0,1
70,4,3,58836.68,3,1,1,1,1
75,5,1,23086.45,4,0,2,0,0
28,1,7,96788.12,4,2,2,0,0
60,3,0,12100.28,4,0,0,0,0
28,2,3,11068.12,2,1,2,0,0
26,4,0,10270.29,4,1,1,1,0
18,5,0,104539.2,4,3,1,0,0
69,4,7,26803.44,4,0,2,0,0
64,4,0,44900.84,4,0,2,0,1
53,3,4,67156.75,3,1,1,0,1
82,2,4,28738.5,2,1,1,0,1
22,4,3,63286.15,4,0,1,0,1
39,4,3,32221.49,3,0,0,0,0
67,4,3,5099.11,2,0,1,0,1
19,2,1,45594.27,3,1,0,0,0
36,4,3,72663.08,4,0,0,0,0
89,4,2,27157.3,3,0,1,0,1
80,4,8,43620.71,3,2,2,1,1
51,4,0,36149.29,4,0,1,0,1
32,6,4,17615.71,5,0,1,0,0
65,4,4,40599.16,5,1,1,0,0
35,4,0,38418.96,4,0,0,0,0
36,3,1,69960.26,4,0,0,0,0
54,4,3,43618.17,4,0,0,0,1
78,4,2,75452.77,1,0,0,1,1
82,6,7,43098.2,4,0,1,1,1
61,4,0,35388.48,5,1,2,1,0
61,3,2,37993.51,3,1,2,1,1
83,2,8,24875.19,4,0,1,1,0
61,3,2,13138.02,4,0,2,0,1
73,4,0,27675.71,2,1,2,1,1
33,4,0,29581.15,4,0,0,1,0
49,4,0,32745.98,4,2,1,1,1
38,3,0,41643.14,3,0,2,0,0
27,2,2,52558.45,2,0,1,0,1
23,4,3,19508.33,3,0,2,0,0
82,5,1,40528.85,4,0,2,0,0
27,4,8,89747.43,3,1,1,0,0
58,3,1,61541.53,3,0,2,0,0
21,1,4,94836.83,4,0,0,0,1
57,5,1,65435.46,5,0,1,0,1
41,4,4,28593.48,4,0,0,0,0
63,2,0,34127.24,3,0,1,0,1
42,4,2,42517.98,3,0,0,0,1
62,5,0,61879.76,4,0,1,0,1
66,2,8,44166.94,3,1,0,0,0
29,4,1,78712.17,3,0,1,1,1
75,3,0,33869.92,4,0,1,0,1
20,4,1,97694.83,3,0,1,0,0
19,3,0,35980.24,4,1,2,0,0
57,3,1,41550.85,3,1,1,0,1
72,4,3,34940.98,2,0,0,1,0
80,4,1,129628.7,5,0,1,1,1
25,2,0,50629.79,4,0,2,0,0
62,3,3,72764.42,3,1,1,0,0
43,3,0,32017.56,4,0,0,0,0
89,3,2,11722.42,3,0,2,0,0
28,2,0,45888.26,3,0,2,0,0
19,3,0,14090.14,4,1,1,1,1
68,4,0,64315.91,2,1,2,0,0
63,3,1,48178.83,5,2,2,0,0
31,3,1,22985.19,4,0,1,0,1
55,4,2,27187.1,3,0,1,0,0
21,5,2,13131.39,4,0,2,0,0
59,3,1,38867.93,3,0,1,0,1
40,3,3,54741.36,4,2,1,0,1
86,4,0,62709.94,2,0,1,1,1
23,3,0,53227.7,3,1,1,0,1
89,4,0,20089.1,4,0,2,0,0
24,3,6,18946.77,4,1,1,0,1
19,2,3,27134.99,3,0,1,0,1
75,3,1,11711.93,2,0,1,0,0
64,5,3,6196.02,4,0,1,0,0
23,3,4,24130.48,4,0,1,1,1
86,3,1,26224.1,3,1,0,0,0
44,6,0,28588.01,3,1,2,0,0
74,5,9,28507.21,4,0,2,0,0
25,5,5,34364.84,2,0,2,0,0
37,3,3,35801.05,5,0,1,0,1
20,4,10,26435.11,4,0,2,0,1
62,5,1,50382.25,4,1,0,0,0
23,3,3,69658.99,2,1,2,1,0
64,3,1,27549.98,4,0,1,1,1
69,3,2,35531.41,3,1,2,0,0
76,4,9,25114.38,5,0,1,0,1
75,4,4,29712.43,3,0,1,0,1
50,4,0,16284.04,4,0,0,0,0
55,1,5,34502.38,3,0,1,0,1
60,4,0,8191.55,3,1,1,0,1
76,4,0,23852.88,3,0,0,1,0
71,3,0,65905.06,3,0,1,1,1
31,4,2,80392.41,7,1,0,0,0
28,4,1,15539.98,2,0,1,0,1
63,3,2,37204.88,5,1,0,0,0
59,5,2,75961.5,3,0,0,0,0
86,3,8,58668.34,3,1,2,0,0
85,3,10,47909.61,4,0,1,1,0
65,3,0,52918.39,3,0,0,0,0
53,5,0,19734.93,3,0,2,0,1
26,3,3,7399.99,1,2,1,0,1
75,2,1,35061.97,3,0,1,0,0
74,3,0,14589.73,3,1,2,0,1
43,4,1,44039.11,3,2,1,0,1
44,5,2,29538.29,4,1,1,0,1
45,3,3,160589.2,2,1,1,0,1
39,4,8,36501.12,4,0,2,1,0
69,4,1,35976.11,5,1,1,0,1
54,3,0,12234.1,4,1,2,0,0
18,4,4,69885.69,3,0,1,1,0
22,6,1,54010.14,5,0,1,1,1
84,3,4,48487.99,5,0,1,1,1
54,4,1,44250.65,2,1,0,0,0
53,2,1,88400.03,5,0,0,0,1
71,2,0,59983.38,4,0,1,0,1
50,4,1,120286.2,1,1,0,0,0
24,4,0,48005.6,3,0,1,0,0
43,3,0,167566.6,3,1,1,0,0
45,3,2,22272.17,4,0,0,0,1
37,3,0,40760.02,4,0,1,0,1
69,3,2,17373.47,1,0,0,0,0
74,3,0,20514.05,3,0,0,0,0
87,2,1,47516.45,3,0,2,0,0
42,4,4,88294.82,4,0,1,0,1
26,4,2,90583.52,3,0,1,0,1
18,1,0,44844.68,3,0,1,0,0
86,5,4,36899.75,3,1,1,0,1
42,2,1,39158.11,3,0,2,0,0
22,5,3,46677.89,3,0,1,0,1
27,3,0,97020.52,4,0,1,0,1
63,4,0,19297.41,3,0,1,0,1
79,3,0,117185.4,4,0,1,1,1
64,4,2,7396.95,3,0,1,0,0
85,3,7,99411.44,2,1,2,0,0
21,3,1,64204.39,4,0,0,0,0
22,3,4,9119.54,4,0,0,0,0
42,3,2,30891.62,4,0,2,0,0
74,4,3,63754.19,4,0,1,0,0
32,3,3,52174.46,4,0,1,1,1
58,5,1,39653.88,4,0,2,0,0
74,4,1,55755.9,3,0,2,0,0
39,4,0,11020.25,3,0,2,0,0
86,3,2,13631.29,3,0,1,0,1
35,4,8,22294.46,3,0,2,0,1
59,3,0,8615.0,6,0,0,1,0
19,3,3,78517.82,4,0,1,0,1
63,3,8,80733.05,4,0,1,0,0
87,4,3,36947.65,3,0,2,0,0
37,4,4,76990.4,3,1,0,0,0
87,4,0,9302.37,6,1,1,1,1
46,4,1,9443.85,5,0,1,0,1
24,5,3,69237.04,4,2,1,1,0
59,2,2,26026.91,4,0,0,0,0
40,5,2,70138.08,3,0,1,1,1
21,3,1,53863.95,4,0,1,1,1
23,3,2,21183.28,3,0,1,0,1
50,2,0,82809.36,1,2,1,0,0
84,5,1,30511.85,2,0,1,0,1
85,4,0,42504.3,3,0,1,0,1
72,2,1,13325.5,2,0,1,0,0
47,3,3,40668.61,4,0,1,0,1
23,4,1,1817.99,3,0,1,0,1
21,4,1,22626.98,2,0,0,1,0
48,3,3,31777.28,4,0,2,0,0
76,4,1,12750.09,2,0,1,0,1
86,4,2,80536.9,3,1,1,0,1
38,4,0,54832.87,4,0,0,0,0
29,4,2,111779.6,5,2,1,0,1
35,4,8,14642.58,5,0,2,0,0
69,3,1,25891.09,4,0,1,1,0
70,4,3,5919.03,4,0,1,0,0
40,3,1,57025.5,3,0,1,0,1
19,3,0,32559.23,4,0,0,0,0
65,3,2,18088.6,4,1,0,0,1
22,4,8,7434.02,3,0,0,0,1
82,3,1,63832.69,4,1,1,0,0
85,4,3,24740.03,3,0,2,1,1
62,4,6,32733.34,3,1,1,0,1
25,2,8,9368.25,2,1,0,1,0
67,4,0,20657.67,3,1,2,0,1
69,1,0,12565.71,3,0,1,0,0
20,5,3,7657.12,3,0,1,0,0
61,5,0,40651.57,4,0,1,0,1
77,4,3,22342.54,3,0,1,1,0
71,2,3,18025.4,4,0,2,0,0
40,3,2,10832.11,2,0,1,0,0
88,2,4,19228.48,3,0,1,0,1
84,5,0,36779.84,3,1,1,0,0
89,4,5,37089.25,3,0,1,0,0
49,4,3,28065.13,3,0,1,1,0
73,3,0,35562.1,5,0,2,0,0
21,4,0,21294.79,4,0,0,1,0
77,3,1,78317.51,3,1,2,1,1
79,2,1,22667.79,4,0,1,0,1
36,4,1,66420.62,4,1,1,0,1
36,2,0,22140.82,4,2,1,0,0
42,4,4,41877.51,3,1,1,0,1
39,3,1,17768.57,3,0,1,1,1
75,3,1,10825.44,3,0,1,0,0
19,4,2,15662.37,4,0,0,0,0
46,4,4,32643.06,2,0,2,0,0
31,2,1,18025.26,3,0,1,0,1
46,3,4,38472.15,4,1,2,1,1
76,5,3,22517.47,4,0,1,0,1
28,3,2,14745.2,3,0,0,0,0
59,4,0,28937.58,4,2,1,0,1
67,4,4,2492.8,3,0,0,1,0
30,2,0,4631.67,3,0,1,1,1
70,4,2,37535.82,2,0,2,0,1
56,1,7,6225.4,3,1,2,0,0
71,7,1,12457.3,4,0,1,0,0
58,3,1,18863.86,1,0,0,0,1
87,5,0,29161.81,5,0,0,0,0
81,4,3,71364.52,4,0,1,0,1
76,3,0,18139.97,4,1,2,0,0
60,4,1,17625.52,4,0,1,0,0
58,3,1,98555.98,3,0,1,0,1
18,4,0,33482.23,4,2,0,0,0
57,2,1,19275.26,6,0,0,0,0
62,3,0,61913.12,4,0,1,0,0
40,5,1,56961.06,4,0,2,1,1
86,5,1,38960.89,5,1,0,0,1
83,4,1,30192.89,4,3,1,0,0
52,4,2,37354.74,4,0,1,1,0
78,4,1,48318.32,4,2,1,0,1
86,5,5,68325.35,3,2,2,0,1
49,4,2,43121.79,4,0,1,0,1
56,3,1,71340.92,2,0,1,0,1
72,3,3,36209.68,4,0,0,0,0
29,3,3,20761.5,4,0,1,0,1
23,5,1,77235.23,4,0,0,0,0
80,3,2,1443.24,4,1,2,0,0
73,5,1,80104.26,4,0,1,1,0
85,4,0,3174.98,4,1,1,0,1
70,5,2,9437.06,2,0,1,1,1
85,4,1,8698.92,4,1,1,0,1
28,4,1,48448.03,5,0,2,1,1
72,3,3,18955.08,4,0,1,0,0
45,3,0,38487.58,3,0,1,0,0
38,5,2,24481.75,6,1,1,0,0
36,5,0,37715.18,3,0,0,1,0
22,4,0,3514.8,5,0,1,0,1
22,2,0,30388.27,3,0,1,0,1
67,4,10,76740.16,4,0,1,0,0
28,5,3,4441.06,4,0,0,0,0
80,3,1,32964.42,4,0,1,0,0
75,5,4,17202.87,3,1,1,0,1
19,3,2,26319.53,3,1,2,0,0
81,3,1,71453.49,4,1,1,0,1
69,4,2,38594.93,3,1,2,0,1
52,4,1,11257.58,2,0,1,0,1
37,1,3,16749.24,4,0,2,0,0
55,3,0,53808.11,3,1,1,0,0
39,5,0,95843.1,3,2,2,0,0
64,3,0,36171.15,5,3,0,0,0
80,3,1,34784.01,3,1,1,1,1
46,4,7,43134.57,4,0,1,0,0
19,3,1,35168.77,4,1,1,0,1
81,5,1,17555.47,3,0,1,0,0
38,3,0,20179.28,3,0,2,1,1
62,3,6,29491.37,3,0,1,0,1
85,3,2,40453.58,2,0,2,0,0
50,2,4,3853.35,3,0,2,0,0
37,3,1,24847.04,3,0,2,0,0
71,4,0,41443.9,4,0,1,0,1
81,4,7,83140.55,4,1,0,0,0
23,5,2,14413.03,3,1,0,0,1
77,3,8,79480.55,3,0,1,0,0
29,4,3,90839.09,2,0,2,0,0
18,2,1,44641.21,3,1,0,0,1
81,3,9,10881.57,2,1,1,0,1
86,5,4,6992.92,5,1,1,0,1
46,3,5,46369.85,5,2,1,0,0
86,3,3,24173.97,4,0,1,1,0
33,4,3,41158.63,2,1,1,0,0
71,3,0,32865.97,3,0,0,0,1
47,5,0,67295.09,4,0,2,0,0
72,3,2,80363.72,3,1,1,0,1
83,3,2,24322.13,2,1,1,1,0
72,5,1,43457.22,4,0,1,0,0
42,2,0,54417.19,3,0,0,0,1
89,3,6,34545.05,3,1,1,1,1
50,3,4,23753.54,4,0,1,1,1
63,6,4,72873.27,3,0,1,0,1
88,4,0,57295.46,2,1,0,0,0
65,3,0,28955.02,4,0,1,1,1
40,4,0,25781.26,2,0,2,0,0
18,3,2,42546.5,2,0,0,0,0
49,4,1,23947.08,3,0,2,0,0
39,3,2,54416.48,5,0,2,1,0
54,3,4,16577.49,4,0,1,0,1
29,3,2,49844.68,3,0,1,1,1
47,5,0,24077.35,2,0,2,0,1
77,3,1,11960.32,3,0,1,0,1
51,1,7,110886.7,2,0,2,0,0
64,3,2,50334.51,4,1,2,0,1
51,2,4,29217.49,2,1,2,0,1
65,3,4,24005.64,3,0,1,0,1
24,5,0,45094.63,3,2,2,0,0
66,4,0,16288.42,5,1,2,0,1
18,4,7,28911.74,4,0,1,0,1
66,4,0,30663.14,5,2,2,0,1
49,3,1,5183.35,1,1,1,0,0
27,6,2,49672.91,5,0,0,0,0
69,1,4,52314.19,2,0,2,0,0
48,4,0,18982.37,2,1,1,0,0
83,4,2,14764.79,3,0,2,1,0
73,2,2,17822.29,3,1,1,0,1
37,2,3,62238.79,2,0,0,0,1
49,5,2,3834.42,5,3,2,0,0
79,5,1,51224.64,4,0,1,0,0
31,3,3,34132.82,3,0,2,0,1
33,5,2,30533.59,5,1,1,0,0
22,3,0,44313.68,3,0,2,1,1
31,6,1,6749.79,3,0,1,0,0
56,2,4,64916.19,3,0,1,0,0
43,5,2,28284.38,5,2,0,0,0
71,1,3,81902.07,4,0,2,1,1
74,4,1,51784.5,4,0,0,0,0
40,4,4,14471.8,3,1,2,0,0
59,1,7,31772.45,2,2,0,0,0
23,4,1,15130.44,4,0,2,0,0
76,4,3,20068.93,3,0,2,0,0
89,2,7,93936.05,4,1,0,0,0
71,5,5,13642.29,3,0,1,0,1
68,4,4,72454.65,2,0,1,0,1
29,5,5,77001.42,3,1,1,0,0
86,2,0,89567.28,3,0,1,0,0
75,4,3,95261.66,4,0,1,0,1
79,4,0,74297.66,3,0,2,1,0
21,3,6,48511.64,2,0,0,0,1
69,4,1,38577.14,5,1,1,0,1
